Symbol,Date,ESG Score,Environment,Emissions,Resource Use,Innovation,Social,Human Rights,Product Responsibility,Workforce,Community,Governance,Management,Shareholders,CSR Strategy
PVAC,2021-06-19,20,7,16,4,0,16,0,30,23,24,48,42,98,0
PVBC,2021-06-19,30,0,0,0,0,15,0,31,17,12,63,81,48,0
PVH,2021-06-19,82,71,24,95,80,86,90,88,79,91,81,93,44,72
PWFL,2021-06-19,11,0,0,0,0,8,0,0,9,16,17,5,69,0
PWOD,2021-06-19,15,0,0,0,0,11,0,32,1,20,27,32,28,0
PWR,2021-06-19,39,10,4,0,23,45,77,10,14,56,69,95,29,0
PXD,2021-06-19,42,26,48,28,0,38,3,30,54,88,73,66,82,92
PXLW,2021-06-19,12,0,0,0,0,10,0,6,1,41,29,40,5,6
PYPL,2021-06-19,70,43,87,72,0,70,52,35,82,98,78,77,87,69
PZC,2021-06-19,43,35,34,36,37,44,30,65,47,19,51,43,75,54
PZN,2021-06-19,39,29,0,0,53,55,51,46,36,76,28,38,11,6
PZZA,2021-06-19,60,34,31,43,0,72,47,84,82,61,65,72,49,52
QADA,2021-06-19,28,0,0,0,0,36,0,81,19,25,29,43,1,0
QCOM,2021-06-19,66,65,98,75,32,86,91,75,94,78,33,2,100,87
QCRH,2021-06-19,23,0,0,0,0,22,0,32,1,64,33,41,27,0
QDEL,2021-06-19,48,0,0,0,0,51,46,46,50,64,67,92,24,6
QLYS,2021-06-19,32,7,0,21,0,34,0,35,39,45,37,54,6,0
QMCO,2021-06-19,16,0,0,0,0,18,19,14,2,36,26,9,99,0
QNST,2021-06-19,22,0,0,0,0,29,0,33,33,43,19,16,42,0
QRTEA,2021-06-19,29,54,51,51,77,29,0,38,16,43,8,11,3,0
QRVO,2021-06-19,48,34,44,67,0,54,27,63,65,79,57,49,94,37
QTRX,2021-06-19,21,0,0,0,0,19,0,16,28,34,33,48,5,0
QTS,2021-06-19,64,74,70,91,24,75,30,42,83,98,40,46,2,69
QUAD,2021-06-19,26,12,4,27,0,45,56,28,26,60,13,19,2,0
R,2021-06-19,68,66,67,83,50,68,74,96,44,72,70,85,44,31
RAD,2021-06-19,56,39,29,63,22,57,46,69,47,61,68,69,87,39
RAMP,2021-06-19,34,0,0,0,0,45,7,35,46,68,36,41,40,0
RAPT,2021-06-19,29,0,0,0,0,31,0,28,14,51,45,60,28,0
RARE,2021-06-19,28,0,0,0,0,54,0,28,68,80,24,31,18,0
RAVN,2021-06-19,46,33,13,81,13,60,89,80,15,41,42,35,67,37
RBB,2021-06-19,25,0,0,0,0,22,0,31,14,45,41,50,38,0
RBBN,2021-06-19,41,37,28,35,43,54,62,81,15,42,30,16,99,0
RBC,2021-06-19,56,70,42,74,82,62,37,70,57,91,31,23,42,56
RBCAA,2021-06-19,24,0,0,0,0,26,0,31,39,25,30,41,11,0
RBNC,2021-06-19,24,2,9,0,0,23,0,32,26,29,35,32,65,0
RC,2021-06-19,16,8,0,5,53,24,0,42,15,26,17,18,26,0
RCII,2021-06-19,32,0,0,0,0,31,0,28,14,68,48,44,92,0
RCKT,2021-06-19,21,0,0,0,0,45,0,28,77,51,13,17,8,0
RCKY,2021-06-19,24,2,0,6,0,20,5,33,14,37,44,41,84,0
RCL,2021-06-19,72,79,100,71,0,82,87,77,83,85,50,50,50,50
RCM,2021-06-19,25,1,0,3,0,30,0,22,19,67,30,45,1,0
RDFN,2021-06-19,18,0,0,0,0,16,0,32,6,30,36,51,12,0
RDI,2021-06-19,61,76,82,82,23,46,6,42,81,24,60,64,21,93
RDN,2021-06-19,42,6,0,28,0,34,0,36,32,53,65,80,57,0
RDNT,2021-06-19,35,0,0,0,0,40,0,88,43,3,47,56,48,0
RDUS,2021-06-19,32,0,0,0,0,51,13,26,38,89,36,36,57,0
RDVT,2021-06-19,22,0,0,0,0,29,0,35,9,46,22,7,88,0
REAL,2021-06-19,32,0,0,0,0,26,0,17,17,52,65,80,60,0
REFR,2021-06-19,14,15,0,0,50,15,0,34,2,19,13,11,27,0
REG,2021-06-19,76,68,74,73,24,91,47,95,90,98,73,81,51,69
REGI,2021-06-19,34,26,26,0,51,54,0,63,55,60,28,22,29,52
REGN,2021-06-19,67,60,92,50,0,96,71,98,96,99,46,46,27,76
REI,2021-06-19,19,18,17,34,0,21,29,30,5,24,16,10,46,0
REPH,2021-06-19,13,0,0,0,0,18,0,46,3,33,16,20,13,0
REPL,2021-06-19,24,0,0,0,0,53,0,75,41,50,15,19,11,0
RES,2021-06-19,16,0,0,0,0,9,0,22,4,24,43,65,1,0
RESN,2021-06-19,20,0,0,0,0,32,0,35,22,46,16,1,75,0
RETA,2021-06-19,18,0,0,0,0,41,0,28,57,51,10,15,1,0
REV,2021-06-19,32,13,7,28,0,38,45,41,19,44,38,54,13,0
REVG,2021-06-19,33,51,16,67,60,35,43,8,25,56,10,4,5,49
REX,2021-06-19,38,17,0,0,51,12,0,14,4,19,82,97,83,0
REXR,2021-06-19,35,20,27,18,0,45,0,42,40,61,42,58,16,0
REYN,2021-06-19,26,8,17,13,0,44,51,23,32,69,24,28,3,31
RF,2021-06-19,62,72,52,46,83,72,50,76,74,84,45,37,70,45
RFL,2021-06-19,12,0,0,0,0,32,0,42,28,37,6,4,17,0
RGA,2021-06-19,52,32,6,37,38,44,32,36,39,63,70,94,36,0
RGCO,2021-06-19,12,2,6,0,0,9,0,0,6,31,33,37,37,6
RGEN,2021-06-19,40,0,0,0,0,31,0,46,48,32,71,84,74,0
RGLD,2021-06-19,29,16,17,19,0,46,45,23,47,54,20,9,64,6
RGNX,2021-06-19,38,0,0,0,0,63,72,75,63,50,40,56,11,0
RGP,2021-06-19,36,5,15,0,0,18,0,28,11,37,81,93,98,0
RGR,2021-06-19,33,0,0,0,0,16,0,15,11,32,70,89,51,0
RGS,2021-06-19,22,0,0,0,0,13,0,12,10,40,61,75,53,0
RH,2021-06-19,41,4,0,12,0,51,45,79,7,65,47,54,55,0
RHI,2021-06-19,71,53,77,72,0,77,85,28,86,94,77,86,89,14
RHP,2021-06-19,22,0,0,0,0,31,0,0,51,39,38,46,38,0
RICK,2021-06-19,10,0,0,0,0,7,0,0,11,20,24,12,78,0
RIGL,2021-06-19,41,0,0,0,0,53,0,94,14,50,56,78,19,0
RILY,2021-06-19,20,0,0,0,0,45,0,46,33,62,5,2,18,0
RJF,2021-06-19,45,43,28,0,66,51,0,46,34,77,41,40,72,0
RKT,2021-06-19,30,0,0,0,0,25,0,31,11,62,50,68,24,0
RL,2021-06-19,63,76,63,82,80,59,30,93,56,62,62,78,1,72
RLAY,2021-06-19,39,0,0,0,0,62,0,75,82,50,45,59,28,0
RLGT,2021-06-19,15,0,0,0,0,20,0,22,14,41,26,9,99,0
RLGY,2021-06-19,48,34,35,44,16,55,58,32,31,99,54,56,65,25
RLI,2021-06-19,35,1,6,0,0,21,0,36,9,34,63,84,37,0
RLJ,2021-06-19,40,12,8,18,0,35,0,42,13,59,76,100,47,0
RLMD,2021-06-19,24,0,0,0,0,50,0,59,53,51,16,2,72,0
RM,2021-06-19,22,0,0,0,0,22,0,31,16,45,30,30,50,0
RMBI,2021-06-19,10,0,0,0,0,10,0,0,7,29,14,14,26,0
RMBS,2021-06-19,33,27,33,14,33,31,36,7,22,58,41,50,42,0
RMD,2021-06-19,68,64,62,86,50,82,74,74,87,94,52,44,84,45
RMNI,2021-06-19,42,0,0,0,0,63,0,82,27,90,36,34,68,0
RMR,2021-06-19,18,6,0,7,13,38,0,32,21,81,6,9,3,0
RMTI,2021-06-19,26,0,0,0,0,41,0,77,43,14,29,14,98,0
RNST,2021-06-19,23,0,0,0,0,23,0,31,6,62,33,36,45,0
ROAD,2021-06-19,10,2,4,2,0,18,0,10,25,42,8,10,9,0
ROCK,2021-06-19,38,34,0,0,79,23,0,58,6,43,65,75,77,0
ROG,2021-06-19,72,70,70,39,95,63,59,88,51,58,90,95,85,72
ROIC,2021-06-19,64,77,78,82,53,56,80,42,55,61,56,59,49,52
ROK,2021-06-19,57,75,74,66,79,62,53,38,81,82,28,17,49,49
ROKU,2021-06-19,14,0,0,0,0,24,0,34,11,43,6,7,4,0
ROL,2021-06-19,26,2,4,3,0,27,0,28,25,60,40,50,35,0
ROLL,2021-06-19,26,27,0,27,41,25,19,8,17,56,24,28,25,0
ROP,2021-06-19,58,52,31,63,55,56,79,35,39,70,62,64,81,23
ROST,2021-06-19,47,33,20,74,0,47,45,28,44,68,56,77,8,23
RPAI,2021-06-19,43,14,20,13,0,49,0,42,29,82,72,88,67,0
RPAY,2021-06-19,10,5,15,0,0,16,0,28,23,20,6,7,8,0
RPD,2021-06-19,19,0,0,0,0,21,0,35,16,20,24,24,36,0
RPM,2021-06-19,38,41,0,26,94,22,19,15,12,47,61,67,82,0
RPT,2021-06-19,48,34,32,45,0,49,0,42,55,59,63,84,34,0
RRBI,2021-06-19,43,0,0,0,0,37,0,31,43,62,69,98,19,0
RRC,2021-06-19,51,37,68,40,0,40,24,30,54,59,89,97,86,56
RRD,2021-06-19,55,38,43,63,0,75,78,82,54,84,42,35,66,37
RRGB,2021-06-19,47,42,27,62,0,48,0,66,41,61,51,47,97,0
RRR,2021-06-19,20,0,0,0,0,35,56,18,19,61,16,17,21,0
RS,2021-06-19,33,7,13,3,0,26,0,81,23,54,80,100,69,0
RSG,2021-06-19,72,81,85,72,87,59,38,28,69,96,83,88,57,98
RTX,2021-06-19,70,74,61,85,77,63,41,81,61,84,78,98,28,52
RUBY,2021-06-19,32,0,0,0,0,32,0,26,24,50,52,77,6,0
RUN,2021-06-19,65,79,95,89,51,66,65,49,79,68,49,48,46,56
RUSHA,2021-06-19,46,52,54,52,49,43,67,26,18,65,47,69,5,0
RUTH,2021-06-19,37,6,13,0,0,46,0,66,30,61,53,60,62,0
RVI,2021-06-19,11,3,8,0,0,21,0,42,9,23,11,9,26,0
RVMD,2021-06-19,22,0,0,0,0,29,0,26,69,14,29,40,12,0
RVNC,2021-06-19,22,0,0,0,0,38,0,28,46,51,22,21,38,0
RVP,2021-06-19,16,0,0,0,0,24,0,48,5,34,12,14,12,0
RVSB,2021-06-19,31,0,0,0,0,36,0,31,40,62,36,25,95,0
RWT,2021-06-19,50,33,58,18,0,44,0,42,37,59,77,97,58,6
RXN,2021-06-19,48,43,4,47,60,56,43,55,40,83,43,54,11,39
RYAM,2021-06-19,20,13,23,16,0,15,0,6,20,48,41,42,52,23
RYI,2021-06-19,21,0,0,0,0,33,31,23,23,54,33,48,1,0
RYN,2021-06-19,63,46,64,41,0,65,0,42,80,79,80,95,78,6
RYTM,2021-06-19,23,0,0,0,0,46,0,28,81,51,17,23,10,0
SABR,2021-06-19,49,20,0,60,0,52,42,35,52,70,55,54,90,6
SAFE,2021-06-19,17,3,8,0,0,42,0,42,32,61,8,12,1,0
SAFM,2021-06-19,54,35,23,54,0,50,0,60,60,91,82,94,81,23
SAFT,2021-06-19,40,5,20,5,0,32,26,36,34,29,61,86,21,0
SAGE,2021-06-19,32,0,0,0,0,56,0,28,62,90,31,43,11,0
SAH,2021-06-19,23,4,11,0,0,18,0,26,8,30,37,48,25,0
SAIA,2021-06-19,37,13,28,8,0,39,41,22,32,59,63,85,29,6
SAIL,2021-06-19,44,19,48,25,0,57,15,35,62,89,40,54,19,0
SAL,2021-06-19,30,0,0,0,0,12,0,32,15,5,65,78,67,0
SAM,2021-06-19,25,21,26,20,11,32,22,35,27,52,17,9,56,0
SAMG,2021-06-19,26,0,0,0,0,40,0,46,17,63,23,25,30,0
SANM,2021-06-19,56,50,30,38,77,60,96,32,30,58,58,54,97,14
SASR,2021-06-19,30,0,0,0,0,24,0,32,23,38,52,70,24,0
SATS,2021-06-19,17,9,0,31,0,26,24,17,43,27,13,19,2,0
SAVA,2021-06-19,6,0,0,0,0,13,0,28,11,2,3,2,11,0
SAVE,2021-06-19,20,3,8,0,0,25,0,11,15,76,32,45,9,0
SBAC,2021-06-19,56,63,86,57,0,47,0,42,83,26,56,54,54,69
SBBP,2021-06-19,11,0,0,0,0,22,0,47,6,48,4,1,17,0
SBCF,2021-06-19,26,2,11,0,0,30,0,31,40,37,29,40,12,0
SBFG,2021-06-19,21,0,0,0,0,13,0,32,1,29,40,51,31,0
SBGI,2021-06-19,21,7,17,0,0,37,0,34,41,67,6,6,9,0
SBH,2021-06-19,45,2,0,5,0,48,33,26,32,91,63,79,45,6
SBNY,2021-06-19,44,18,28,6,18,48,0,76,42,77,48,54,45,23
SBRA,2021-06-19,28,0,0,0,0,23,0,42,19,20,64,77,66,0
SBSI,2021-06-19,21,3,11,6,0,31,19,31,45,20,13,10,30,0
SBT,2021-06-19,30,2,11,0,0,31,0,31,42,37,41,58,11,0
SBUX,2021-06-19,61,72,66,75,93,67,74,67,60,67,42,27,56,92
SCCO,2021-06-19,56,63,69,71,0,67,72,65,42,96,27,24,27,43
SCHL,2021-06-19,41,4,0,13,0,29,0,33,9,65,70,85,67,0
SCHN,2021-06-19,57,60,85,38,50,50,34,22,55,87,65,75,31,62
SCHW,2021-06-19,49,18,37,44,0,59,0,46,34,97,49,69,17,0
SCI,2021-06-19,39,25,21,21,37,28,12,12,28,83,75,99,42,6
SCL,2021-06-19,61,56,52,89,26,75,93,79,39,76,49,36,60,94
SCOR,2021-06-19,36,0,0,0,0,31,0,34,16,67,56,71,43,0
SCPH,2021-06-19,24,0,0,0,0,23,0,14,35,48,44,64,8,0
SCS,2021-06-19,72,71,69,99,37,63,44,93,66,59,84,100,27,87
SCSC,2021-06-19,33,7,25,9,0,28,0,34,25,82,65,68,95,0
SCU,2021-06-19,21,0,0,0,0,44,0,46,12,77,9,9,17,0
SCVL,2021-06-19,30,0,0,0,0,32,0,26,21,65,43,56,30,0
SCWX,2021-06-19,25,0,0,0,0,50,27,81,33,45,10,15,0,0
SDGR,2021-06-19,35,0,0,0,0,28,0,35,3,46,50,47,94,0
SE,2021-06-19,26,0,0,0,0,42,0,35,31,70,20,5,86,0
SEAC,2021-06-19,16,0,0,0,0,31,0,35,24,45,7,2,26,0
SEAS,2021-06-19,35,36,45,32,0,32,31,18,27,61,38,42,49,0
SEB,2021-06-19,9,6,0,0,65,14,0,4,9,58,2,1,7,0
SEE,2021-06-19,48,46,18,79,38,33,44,8,21,50,75,78,90,37
SEIC,2021-06-19,57,28,31,24,28,62,0,46,51,92,61,61,79,37
SELB,2021-06-19,35,39,34,50,0,48,0,77,15,51,21,28,11,0
SEM,2021-06-19,19,0,0,0,0,23,0,22,17,42,24,17,62,0
SENEA,2021-06-19,33,18,15,19,26,31,0,27,32,82,51,56,56,23
SENS,2021-06-19,32,0,0,0,0,51,0,75,32,50,36,50,14,0
SF,2021-06-19,36,15,0,0,27,42,0,46,9,76,37,29,89,0
SFBS,2021-06-19,25,0,0,0,0,34,0,31,45,45,24,20,51,0
SFE,2021-06-19,32,0,0,0,0,36,0,46,6,62,37,50,18,0
SFIX,2021-06-19,51,4,18,0,0,31,0,35,24,45,81,100,74,0
SFM,2021-06-19,46,41,41,50,24,53,47,63,36,64,38,39,34,37
SFNC,2021-06-19,28,0,0,0,0,37,0,75,36,41,28,25,51,6
SFST,2021-06-19,31,0,0,0,0,21,0,32,37,5,56,79,17,0
SGA,2021-06-19,20,0,0,0,0,22,0,34,5,43,24,28,25,0
SGC,2021-06-19,52,65,83,56,50,54,42,81,24,89,35,33,31,54
SGEN,2021-06-19,49,0,0,0,0,77,36,75,75,89,57,76,26,6
SGH,2021-06-19,46,38,32,50,33,41,20,32,54,75,65,68,92,8
SGMO,2021-06-19,41,0,0,0,0,45,0,75,5,50,65,89,28,0
SGMS,2021-06-19,32,14,0,28,0,38,56,18,35,61,40,43,57,0
SGRY,2021-06-19,23,12,21,8,0,28,0,22,42,42,22,14,65,0
SHAK,2021-06-19,48,30,4,59,0,38,0,18,62,81,80,94,87,0
SHBI,2021-06-19,23,0,0,0,0,29,0,32,16,73,23,6,94,0
SHEN,2021-06-19,26,0,0,0,0,16,0,16,16,40,66,76,76,0
SHO,2021-06-19,77,76,74,97,0,69,92,42,77,74,85,94,67,69
SHOO,2021-06-19,52,17,24,28,0,53,77,39,35,62,71,68,94,56
SHW,2021-06-19,74,75,67,78,81,61,56,56,51,88,93,96,80,92
SHYF,2021-06-19,42,61,48,61,69,43,58,63,8,40,13,6,29,24
SI,2021-06-19,30,0,0,0,0,28,0,32,29,48,43,61,13,0
SIBN,2021-06-19,32,0,0,0,0,32,0,48,48,34,47,69,6,0
SIEB,2021-06-19,24,0,0,0,0,39,0,46,33,47,20,1,96,0
SIEN,2021-06-19,16,0,0,0,0,31,0,73,4,32,3,3,2,0
SIGA,2021-06-19,24,0,0,0,0,24,0,14,25,68,41,50,39,0
SIGI,2021-06-19,55,23,45,27,15,59,0,75,74,66,60,70,30,52
SILK,2021-06-19,27,4,11,0,0,13,0,0,25,34,57,65,67,0
SIRI,2021-06-19,33,0,0,0,0,26,0,34,33,31,54,69,41,0
SITC,2021-06-19,64,54,56,65,0,61,36,42,62,78,77,98,12,69
SITE,2021-06-19,41,28,16,33,65,35,61,4,27,58,64,88,23,0
SITM,2021-06-19,20,15,0,8,33,22,0,63,2,42,21,3,94,0
SIVB,2021-06-19,51,4,9,15,0,52,32,76,43,64,69,83,67,0
SIX,2021-06-19,19,6,13,0,0,28,0,18,37,61,18,22,15,0
SJI,2021-06-19,58,50,61,29,63,54,56,59,47,58,74,74,86,52
SJM,2021-06-19,70,60,39,89,25,81,85,95,80,58,60,70,14,79
SJW,2021-06-19,49,36,64,38,0,41,0,16,38,82,80,96,54,39
SKT,2021-06-19,78,66,79,63,24,75,92,42,88,83,95,100,99,69
SKX,2021-06-19,23,10,0,26,0,30,30,16,22,62,18,24,9,0
SKY,2021-06-19,18,4,13,0,0,14,0,17,8,41,42,43,66,0
SKYW,2021-06-19,20,0,0,0,0,11,0,11,7,27,54,53,91,6
SLAB,2021-06-19,47,51,34,36,76,55,43,80,33,79,30,34,35,0
SLCA,2021-06-19,53,47,66,28,50,43,5,87,54,82,79,100,29,46
SLCT,2021-06-19,31,0,0,0,0,30,0,31,34,45,45,62,18,0
SLDB,2021-06-19,20,0,0,0,0,44,0,28,25,80,11,13,11,0
SLG,2021-06-19,65,89,98,97,24,75,92,42,81,88,27,18,16,85
SLGN,2021-06-19,15,15,2,13,38,14,21,8,7,13,15,14,29,0
SLM,2021-06-19,3,0,0,0,0,3,0,0,8,1,5,6,4,0
SLNO,2021-06-19,16,0,0,0,0,11,0,28,5,2,30,42,11,0
SLP,2021-06-19,33,16,44,2,0,39,35,46,77,5,32,28,31,59
SM,2021-06-19,35,12,38,1,0,30,0,30,42,70,79,80,96,45
SMAR,2021-06-19,41,19,51,22,0,56,34,35,51,83,34,35,37,23
SMBC,2021-06-19,24,0,0,0,0,23,0,31,17,45,35,32,70,0
SMBK,2021-06-19,36,5,30,0,0,32,0,31,40,45,54,70,33,0
SMCI,2021-06-19,41,32,23,20,39,51,69,43,19,61,31,32,50,0
SMED,2021-06-19,23,0,0,0,0,10,20,0,4,12,55,53,97,0
SMG,2021-06-19,41,56,90,54,26,24,0,41,33,48,44,36,67,47
SMMF,2021-06-19,16,0,0,0,0,20,0,32,8,48,15,16,24,0
SMP,2021-06-19,36,11,23,20,0,41,59,22,10,67,63,87,28,0
SMPL,2021-06-19,24,6,0,12,0,22,0,15,26,58,48,58,49,0
SMSI,2021-06-19,13,0,0,0,0,9,0,0,4,20,21,20,40,0
SMTC,2021-06-19,60,47,52,60,33,65,80,48,62,58,65,64,99,23
SNA,2021-06-19,38,23,17,48,16,43,43,38,54,39,48,60,38,0
SNAP,2021-06-19,23,0,0,0,0,45,0,35,47,70,11,15,7,0
SNBR,2021-06-19,60,45,67,51,29,68,57,50,76,95,66,88,12,39
SNCR,2021-06-19,36,0,0,0,0,41,51,35,36,45,43,63,7,0
SNDR,2021-06-19,25,0,0,0,0,43,13,22,47,79,32,45,10,0
SNDX,2021-06-19,11,0,0,0,0,20,0,0,8,51,11,7,31,0
SNEX,2021-06-19,48,0,0,0,0,37,0,46,9,62,71,97,29,0
SNFCA,2021-06-19,30,0,0,0,0,28,0,32,28,48,45,54,45,0
SNPS,2021-06-19,59,71,87,82,55,69,74,35,87,83,47,33,87,59
SNR,2021-06-19,34,17,19,18,0,38,0,42,22,59,52,53,82,0
SNV,2021-06-19,51,14,11,6,18,57,14,31,69,92,56,76,29,0
SNX,2021-06-19,32,27,5,13,39,30,16,43,28,48,38,48,26,6
SO,2021-06-19,71,78,82,63,90,51,0,60,45,97,84,80,99,78
SOI,2021-06-19,47,46,44,63,0,61,71,0,71,60,28,23,37,37
SOLY,2021-06-19,14,0,0,0,0,13,0,15,25,13,22,20,45,0
SON,2021-06-19,45,46,35,62,38,58,51,30,85,67,22,15,16,69
SONO,2021-06-19,36,36,24,44,39,28,22,13,38,48,50,66,16,24
SP,2021-06-19,39,32,27,45,0,22,0,11,19,61,71,84,37,59
SPB,2021-06-19,14,0,0,0,0,24,0,21,22,65,17,12,45,0
SPFI,2021-06-19,25,0,0,0,0,21,0,32,11,48,39,37,70,0
SPG,2021-06-19,70,73,89,70,24,71,0,42,78,97,65,59,71,85
SPGI,2021-06-19,86,80,98,97,37,94,96,80,99,98,79,78,67,96
SPKE,2021-06-19,12,3,1,0,7,17,10,16,1,45,21,30,3,0
SPLK,2021-06-19,44,0,0,0,0,61,30,35,73,89,41,50,40,0
SPNE,2021-06-19,24,0,0,0,0,21,0,15,43,32,40,52,23,0
SPOK,2021-06-19,30,1,2,0,0,19,0,17,27,42,74,84,89,0
SPPI,2021-06-19,40,12,35,0,0,77,72,98,89,50,25,13,79,6
SPR,2021-06-19,45,18,0,20,34,45,22,81,45,54,66,69,100,0
SPRO,2021-06-19,29,0,0,0,0,61,0,77,72,51,18,19,28,0
SPSC,2021-06-19,54,0,0,0,0,46,0,35,51,70,77,98,57,0
SPT,2021-06-19,65,80,75,71,88,58,80,18,81,80,64,70,30,87
SPTN,2021-06-19,49,28,34,23,24,47,0,41,56,90,70,97,13,23
SPWH,2021-06-19,33,4,11,0,0,32,0,26,22,65,49,55,63,0
SPWR,2021-06-19,46,68,62,92,51,59,78,40,28,87,11,6,19,23
SPXC,2021-06-19,44,36,49,70,16,40,25,9,45,82,58,60,53,59
SQ,2021-06-19,40,27,4,67,0,51,56,28,51,60,36,45,7,31
SQZ,2021-06-19,21,22,56,12,0,19,0,30,43,13,21,16,5,66
SR,2021-06-19,14,1,2,0,0,13,0,12,6,41,36,37,54,0
SRC,2021-06-19,39,2,0,5,0,50,30,42,47,61,72,86,71,6
SRCE,2021-06-19,35,0,0,0,0,25,0,31,13,62,63,75,63,0
SRCL,2021-06-19,66,43,43,47,37,69,66,67,86,59,78,85,69,54
SRDX,2021-06-19,42,0,0,0,0,35,0,46,27,64,69,92,39,0
SRE,2021-06-19,70,70,85,66,56,80,93,39,83,91,59,51,76,69
SREV,2021-06-19,21,0,0,0,0,29,1,0,13,68,22,4,94,0
SRG,2021-06-19,21,6,8,5,0,35,0,42,13,59,26,24,50,0
SRGA,2021-06-19,26,7,0,25,0,26,0,16,22,65,36,31,74,0
SRI,2021-06-19,31,13,3,27,13,24,25,22,13,41,67,94,20,0
SRNE,2021-06-19,33,12,34,0,0,64,0,98,55,51,17,19,23,0
SRPT,2021-06-19,42,28,0,50,0,57,0,28,66,90,38,41,51,0
SRRK,2021-06-19,31,0,0,0,0,41,0,28,58,51,43,55,30,0
SRT,2021-06-19,24,0,0,0,0,30,0,28,39,60,33,23,86,0
SSB,2021-06-19,23,2,11,0,0,28,0,31,35,37,25,24,44,0
SSD,2021-06-19,53,54,48,52,60,35,21,54,46,27,80,97,60,23
SSNC,2021-06-19,17,0,0,0,0,37,0,35,56,45,5,5,8,0
SSP,2021-06-19,45,2,0,6,0,48,9,33,61,84,55,80,10,0
SSTI,2021-06-19,29,0,0,0,0,46,0,94,9,46,23,26,30,0
SSTK,2021-06-19,17,0,0,0,0,30,0,35,10,46,12,13,15,0
SSYS,2021-06-19,26,9,0,22,2,25,0,42,14,53,49,50,80,0
STAA,2021-06-19,25,0,0,0,0,19,0,16,29,34,44,64,6,0
STAF,2021-06-19,15,0,0,0,0,19,1,28,56,1,19,21,20,5
STAG,2021-06-19,53,31,8,40,77,70,90,42,68,88,63,70,63,31
STAY,2021-06-19,30,8,0,16,0,27,37,18,13,46,57,59,85,0
STBA,2021-06-19,38,0,0,0,0,28,0,31,35,37,67,87,42,0
STC,2021-06-19,46,11,38,16,0,40,20,36,43,52,64,74,44,39
STE,2021-06-19,46,42,31,47,50,77,74,96,68,65,7,3,7,24
STEP,2021-06-19,15,0,0,0,0,30,0,46,7,46,6,0,31,0
STFC,2021-06-19,37,1,7,0,0,25,0,36,7,53,62,85,25,0
STIM,2021-06-19,23,0,0,0,0,16,0,16,13,34,42,55,30,0
STL,2021-06-19,49,0,0,0,0,50,0,75,57,62,66,93,22,0
STLD,2021-06-19,43,30,36,30,0,37,4,65,45,77,73,84,42,59
STMP,2021-06-19,18,5,21,0,0,29,0,35,39,31,12,12,23,0
STOK,2021-06-19,20,0,0,0,0,29,0,26,10,50,25,30,24,0
STOR,2021-06-19,53,34,36,40,0,57,68,42,60,61,72,89,32,52
STRA,2021-06-19,36,16,32,4,0,43,6,41,53,45,45,52,50,0
STRL,2021-06-19,24,11,19,16,0,21,0,10,20,56,45,58,34,0
STRO,2021-06-19,16,0,0,0,0,38,0,28,46,51,7,8,10,0
STRS,2021-06-19,31,6,15,0,0,28,0,32,12,60,59,76,44,0
STSA,2021-06-19,22,0,0,0,0,39,0,77,35,14,21,10,73,0
STT,2021-06-19,87,90,85,97,88,83,94,46,99,89,88,95,60,96
STWD,2021-06-19,33,17,0,18,78,48,0,42,48,61,36,37,39,23
STXB,2021-06-19,29,0,0,0,0,40,0,32,49,64,25,20,58,0
STXS,2021-06-19,21,0,0,0,0,36,0,61,49,32,12,12,20,0
STZ,2021-06-19,34,33,45,24,31,48,9,90,22,88,10,3,4,51
SUI,2021-06-19,57,39,58,30,0,57,80,42,73,46,78,76,89,69
SUM,2021-06-19,33,13,18,18,0,38,52,9,20,57,60,67,51,37
SUMO,2021-06-19,25,4,12,6,0,16,0,35,19,8,39,28,96,11
SUN,2021-06-19,60,60,49,37,75,60,67,8,64,95,61,70,43,44
SUP,2021-06-19,17,0,0,0,0,28,46,4,12,41,23,29,17,0
SUPN,2021-06-19,17,0,0,0,0,19,0,47,16,22,28,23,64,0
SURF,2021-06-19,30,0,0,0,0,30,0,28,6,51,49,69,19,0
SVC,2021-06-19,23,6,8,0,24,35,0,42,11,61,30,27,48,12
SVMK,2021-06-19,22,0,0,0,0,35,0,35,42,46,18,24,7,0
SVRA,2021-06-19,27,0,0,0,0,33,0,28,23,51,39,35,77,0
SVT,2021-06-19,63,58,71,88,7,72,68,16,80,86,60,64,27,90
SWAV,2021-06-19,21,0,0,0,0,33,0,16,63,65,15,12,30,12
SWBI,2021-06-19,50,12,32,10,0,52,0,79,23,61,62,66,91,0
SWI,2021-06-19,34,0,0,0,0,40,0,35,26,68,38,51,23,0
SWK,2021-06-19,71,94,89,98,95,76,83,70,51,92,36,35,8,85
SWKH,2021-06-19,19,0,0,0,0,22,0,32,12,48,23,12,75,0
SWKS,2021-06-19,55,42,40,57,33,56,70,32,53,58,69,82,48,37
SWM,2021-06-19,38,25,13,34,27,43,61,48,24,47,59,87,4,0
SWN,2021-06-19,63,39,55,56,0,69,95,30,59,61,88,98,70,69
SWTX,2021-06-19,20,0,0,0,0,28,0,26,4,50,26,12,88,0
SWX,2021-06-19,32,13,20,19,0,30,0,57,17,56,62,75,35,43
SXC,2021-06-19,59,73,80,81,0,48,50,22,50,56,58,62,44,61
SXI,2021-06-19,29,3,0,13,0,31,19,38,9,56,59,63,89,0
