Symbol,market_cap,pe_ratio,peg_ratio,eps_ratio,pb_ratio,ps_ratio,curr_ratio,ebit_ratio,roe_ratio
TITN,701742332.00,26.251019,0.58,1.227,1.8778056,0.49221593,,,
TJX,78457861706.00,52.75081,0.41,1.236,12.811946,2.0802245,,,
TLGT,54066190.00,,-0.17,-4.309,,1.1299522,,,
TLIS,565441630.00,,-0.11,,,15.874583,,,
TLMD,588277257.00,,,,,10.209085,,,
TLS,2294362674.00,,,,,12.105702,,,
TLYS,482587093.00,17.787514,0.78,0.913,2.8038673,0.79375625,,,
TMBR,45316945.00,,,,,98.48184,,,
TMCI,1878431595.00,,,,,22.030373,,,
TMDX,730928050.00,,,-1.06,8.0196905,31.299475,,,
TMHC,3681706876.00,9.753174,0.31,2.836,0.99700826,0.5751772,,,
TMO,176159028784.00,23.570675,4.41,19.873,5.2513456,5.129051,,,
TMST,717072696.00,,-0.41,-0.714,1.2937094,0.78678,,,
TMUS,183624745408.00,59.830723,1.72,2.422,2.7218769,2.3452163,,,
TNDM,5509631883.00,,10.49,-0.398,18.616491,10.777897,,,
TNXP,429703863.00,,,-0.396,2.3901098,,,,
TOL,7630805600.00,13.556188,0.6,4.218,1.4358176,0.91730016,,,
TOMZ,48921503.00,191.73334,,0.015,4.0564175,2.4117448,,,
TPB,855197477.00,22.703104,1.09,2.031,7.2614174,2.0822222,,,
TPGY,597528750.00,,,,,,,,
TPH,2675203627.00,8.7239065,-11.92,2.539,1.1751286,0.7750621,,,
TPIC,1707453028.00,,1.75,-0.576,8.556876,0.9691841,,,
TPL,11804869432.00,71.367355,,21.75,23.425795,41.540745,,,
TPR,12108028732.00,35.752064,0.3,1.21,4.0003695,2.4895053,,,
TPTX,3452124117.00,,,-2.995,3.4649181,76.05476,,,
TPX,7673224245.00,19.536991,0.51,1.987,24.23221,1.961275,,,
TR,2360980615.00,38.56974,,0.846,2.916518,4.5522475,,,
TRCH,451247368.00,,,-0.108,13.307087,6634.9863,,,
TREC,210694909.00,13.956722,,0.647,1.1273408,1.1167365,,,
TREE,2748832004.00,,15.92,-3.345,7.3464637,3.2669804,,,
TREX,11284707905.00,63.71974,3.39,1.57,19.554338,12.463621,,,
TRGP,10337474014.00,53.980152,4.35,0.907,4.8745522,1.1372242,,,
TRI,48242059687.00,8.169073,1.32,11.983,3.2745702,8.141827,,,
TRIL,895712773.00,,,-0.574,3.772527,6535.189,,,
TRIP,5862470785.00,,87.05,-2.62,7.2153444,12.617675,,,
TRKA,107448873.00,,,,,6.380532,,,
TRMB,19615430106.00,44.72571,3.05,1.75,5.345581,6.05911,,,
TRMK,2097987137.00,11.016096,2.06,2.982,1.1834426,3.0193765,,,
TRN,3234149888.00,,5.28,-2.666,1.7783688,1.6808187,,,
TRNS,406027184.00,55.23404,1.6,0.94,5.328407,2.2695622,,,
TROW,44118872226.00,16.632982,0.99,11.776,5.5509267,6.762283,,,
TROX,3597024639.00,3.564158,0.23,6.484,1.9546647,1.2100655,,,
TRST,699199223.00,13.720508,0.53,2.755,1.2767682,4.3529553,,,
TRTX,1090400906.00,10.618321,2.31,1.31,0.8374473,6.331584,,,
TRUE,534542040.00,7.857143,-1.56,0.756,1.5747614,2.215873,,,
TRUP,3803042246.00,,-8.05,-0.463,11.511323,7.093233,,,
TRV,38911735416.00,13.812149,1.87,11.062,1.3593174,1.1863563,,,
TRVN,323915045.00,,,-0.233,3.6184213,109.79395,,,
TSCO,20865941533.00,24.763157,2.83,7.22,11.156942,1.7991548,,,
TSHA,910398527.00,,,,,,,,
TSLA,576823005653.00,606.08215,3.65,0.998,25.30731,16.21284,,,
TSN,28234222234.00,12.844605,3.36,5.811,1.7090651,0.6387621,,,
TSP,10017215872.00,,,,,4157.6465,,,
TSQ,224974884.00,,0.77,-1.583,12.605698,0.6106753,,,
TTC,11370135416.00,27.818995,2.54,3.801,9.206792,3.0563645,,,
TTCF,589702949.00,,,,,10.603006,,,
TTD,278469720339.00,121.01702,3.52,4.877,25.871214,31.36799,,,
TTEC,4799798155.00,32.84524,1.44,3.121,10.288037,2.3342423,,,
TTI,488627719.00,8.340517,3.11,0.464,4.731051,1.5198215,,,
TTMI,1622848455.00,9.106926,0.58,1.646,1.1130912,0.7528968,,,
TTOO,201144743.00,,,-0.301,,8.856912,,,
TTWO,21327884194.00,33.722984,2.74,5.09,5.6245494,5.9122734,,,
TUEM,371498416.00,,,,,0.51164633,,,
TUP,1229744075.00,7.1983175,0.74,3.091,,0.60569024,,,
TUSK,177224123.00,,,-0.792,0.34155756,0.66666013,,,
TVTX,899609892.00,,-0.06,,,4.5902395,,,
TVTY,1324621460.00,,-2.75,-0.131,48.742966,3.3146071,,,
TW,19325731295.00,85.97108,3.79,0.968,3.7121956,20.766033,,,
TWI,595978974.00,,2.14,-0.349,3.6633663,0.46597007,,,
TWLO,54331818402.00,,-122.16,-3.922,5.7613974,30.020432,,,
TWNK,2119088259.00,41.77665,1.91,0.394,1.2936183,2.0808911,,,
TWO,2102199506.00,5.168849,-0.82,1.451,1.017225,2.9761581,,,
TWOU,2767851380.00,,-4.59,-2.899,3.1964548,3.5174387,,,
TWST,5220416437.00,,,-2.721,8.378679,45.569733,,,
TXG,20450117576.00,,2.13,-5.407,43.849483,63.445393,,,
TXMD,546534100.00,,-0.22,-0.564,,6.780328,,,
TXN,172190960863.00,28.431015,2.57,6.603,17.049314,11.242665,,,
TXRH,6974254800.00,90.03976,0.24,1.132,7.154138,2.7917783,,,
TXT,15587454908.00,36.088345,0.73,1.879,2.5547225,1.3022485,,,
TYME,264161988.00,,,-0.216,2.2588832,,,,
TZOO,176435648.00,,5.16,-0.746,,4.021689,,,
U,27567314567.00,,-4.27,,,32.486908,,,
UA,8509174561.00,69.806206,3.71,0.258,4.650142,1.8475506,,,
UAA,9779609861.00,79.709305,3.46,0.258,5.309838,1.8194392,,,
UAL,18518383476.00,,0.16,-22.677,3.455777,1.6977384,,,
UAMY,106017954.00,,,-0.043,3.0435216,20.46495,,,
UAN,720989910.00,,,-9.317,2.3094022,1.9829785,,,
UAVS,401324653.00,,,-0.317,8.899026,145.62709,,,
UBSI,5106361005.00,13.906194,1.88,2.793,1.1579857,4.8753767,,,
UBX,252333920.00,,,-1.553,3.2282386,,,,
UCBI,2974770065.00,14.215938,12.31,2.334,1.488226,4.469215,,,
UCTT,2465465692.00,24.904741,0.72,2.257,4.0927625,1.6660008,,,
UEIC,691529485.00,18.035715,1.01,2.8,2.23917,1.1331227,,,
UFAB,32760142.00,,-6.76,-0.458,1.2425507,0.33883438,,,
UFI,458560382.00,,2.7,-0.255,1.5592287,0.91931427,,,
UFPI,4602621394.00,15.228901,0.8,5.024,3.020887,0.795577,,,
UGI,9992075021.00,11.158393,1.93,4.23,2.044175,1.4415264,,,
UHAL,11014086675.00,18.457983,1.19,31.154,2.2533002,2.4824543,,,
UI,19841726121.00,61.30678,1.47,4.997,,11.0864725,,,
UIS,1818320425.00,,1.76,-6.666,,0.9054853,,,
UK,196627757.00,,,,,0.23259944,,,
ULBI,145322889.00,31.733334,,0.3,1.2933025,1.4117746,,,
ULCC,4241758477.00,,,,,4.1034765,,,
ULH,680793017.00,12.629107,2.79,2.13,2.7875648,0.50846714,,,
ULTA,18216743730.00,38.3889,0.51,8.578,9.833961,2.6067653,,,
UMBF,4559772298.00,11.908128,-2.3,7.924,1.5407224,3.5417058,,,
UNFI,1928702193.00,13.617647,-2.74,2.72,1.6022841,0.077489875,,,
UNH,378518920332.00,22.586424,1.67,17.588,5.647328,1.425876,,,
UNIT,2560928037.00,,0.63,-2.966,,2.3682642,,,
UNM,6325328657.00,7.908548,2.03,3.849,0.58803076,0.46524698,,,
UNP,147143008402.00,28.73819,1.77,7.727,9.08704,7.64129,,,
UNVR,4672124825.00,73.531,0.8,0.371,2.4754992,0.56355476,,,
UONE,798312735.00,63.32308,,0.325,5.075216,1.2294676,,,
UONEK,251348002.00,16.4,,0.325,1.3144267,1.1900172,,,
UPS,175029286164.00,34.312733,1,5.922,24.735239,1.9764282,,,
UPST,11722503853.00,,1.67,,,30.327513,,,
UPWK,6245431474.00,,4655.25,-0.17,19.909279,15.073049,,,
URBN,3716234854.00,20.148794,0.05,1.949,2.5139236,1.019319,,,
URI,22778125069.00,24.371405,1.25,12.687,4.716219,2.6446831,,,
USA,1912577736.00,7.9369373,,1.11,1.1960359,96.24905,,,
USAC,1531011736.00,,45.09,-0.42,5.7052407,2.4353282,,,
USAK,147363180.00,13.707819,0.26,1.215,1.581972,0.2536611,,,
USAP,110740534.00,,-2.81,-2.508,0.49921685,0.69854754,,,
USB,88263418064.00,15.423594,2.06,3.789,1.913932,4.1924825,,,
USCR,1285797140.00,52.392677,1.94,1.421,3.4292953,0.9663124,,,
USDP,181063674.00,8.883312,,0.779,20.413277,1.717369,,,
USEG,21183644.00,,,-2.722,1.3220154,7.9046164,,,
USFD,8647894662.00,,0.11,-0.732,2.3899531,0.36608046,,,
USM,3410462688.00,15.482192,0.47,2.499,0.74403846,0.81268454,,,
USWS,91869723.00,,,-1.486,,0.39793944,,,
USX,551140106.00,19.48276,0.08,0.58,2.152381,0.32251444,,,
UTG,1955519563.00,,,-3.316,1.1510464,34.360233,,,
UTHR,7828043507.00,20.456875,-1.74,8.974,2.3864493,5.4601917,,,
UTZ,3321714788.00,,1.38,,,3.0940385,,,
UUU,17392910.00,,,-1.204,2.9861422,0.8518744,,,
UVV,1398328014.00,16.072239,,3.53,1.0639076,0.70126194,,,
UWMC,1026957722.00,,0.15,,,2.7351475,,,
V,495469224068.00,47.99504,2.18,4.838,14.4367075,23.926472,,,
VACQ,425200000.00,,,,,,,,
VAPO,551398742.00,,-2.31,-1.919,4.418155,3.4132004,,,
VBFC,68059520.00,6.2033167,,7.899,1.2941394,1.9348319,,,
VBIV,993904151.00,,,-0.235,5.8898306,1119.317,,,
VC,3558482934.00,,0.39,-0.19,8.758933,1.2670054,,,
VCEL,2651078194.00,668.9888,,0.089,19.63073,20.898262,,,
VCNX,74256134.00,,,-1.341,87.586205,48.992893,,,
VCYT,2388658160.00,,,-1.149,2.4389234,19.311537,,,
VEC,566476075.00,15.872552,,3.421,2.0203147,0.43067446,,,
VECO,1246034181.00,,0.2,-0.11,3.0794501,2.6276112,,,
VERA,312309478.00,,,,,,,,
VERB,83010891.00,,,-0.737,3.3604338,7.7513275,,,
VERI,680144030.00,,-1.12,-2.272,8.358721,11.192107,,,
VERO,125441542.00,,,,,1.4191991,,,
VERU,718745657.00,,5.39,-0.007,4.3208613,13.427025,,,
VERX,2749336651.00,,-4.31,,,7.543126,,,
VFC,30768238388.00,77.96172,1.33,1.045,10.447551,3.45988,,,
VG,3594860169.00,,5.4,-0.135,6.171908,3.040447,,,
VGR,2260493261.00,17.066668,1.07,0.825,,1.3191248,,,
VGZ,122895729.00,456.66666,,0.003,10.620155,,,,
VHC,356003436.00,,,-0.647,1.7113254,5236.472,,,
VHI,782033752.00,17.381248,0.2,1.6,1.1239089,0.41395962,,,
VIAC,27305914275.00,,-3.01,,,1.0375322,,,
VIACA,29936330159.00,,-2.86,,,1.0360996,,,
VIAV,3971457224.00,55.0774,1.38,0.323,5.018336,3.522855,,,
VICR,4047409290.00,120.2835,3.21,0.776,10.973431,12.616674,,,
VIEW,2123010243.00,,,,,58.835693,,,
VIH,269065191.00,,,,,,,,
VINO,31599755.00,,,-1.24,7.1441364,98.74997,,,
VIR,6048152865.00,,-3.12,-14.642,,79.58965,,,
VIRC,56988738.00,,,-0.142,1.1016451,0.39068523,,,
VIRI,51148595.00,,,,,,,,
VIRT,5511089958.00,5.4909782,-2.58,5.265,2.13863,1.8480145,,,
VIRX,426936655.00,,-0.03,,,,,,
VISL,133296803.00,,,-0.721,2.0933425,6.4399295,,,
VITL,921196754.00,,,,,3.9034407,,,
VIVE,30610059.00,,-0.08,-7.316,1.1002629,5.517099,,,
VIVO,881332973.00,10.35,0.85,2,2.8983479,2.7418098,,,
VKTX,436579939.00,,-0.19,-0.599,1.977879,,,,
VLDR,2177589035.00,,0.14,,,22.176025,,,
VLO,33489720318.00,,-5.02,-0.686,1.8434407,0.5555598,,,
VMC,23696666419.00,33.2762,2.24,5.134,3.6935182,4.648241,,,
VMEO,7438952790.00,,,,,,,,
VMI,5114276470.00,34.443977,2.46,7.149,4.272033,1.7464472,,,
VMW,67866819246.00,31.796324,2.91,4.949,6.970234,5.4812493,,,
VNO,9613440478.00,,12.97,-1.839,1.8646711,6.1719565,,,
VNOM,2991776981.00,,-1.97,-0.793,2.0753314,11.939985,,,
VOC,69870000.00,28.689655,,0.145,3.9543724,20.271393,,,
VOLT,81077425.00,,,-1.168,3.2707276,0.105745085,,,
VOR,774565864.00,,,,,,,,
VOSO,283475000.00,,,,,,,,
VOXX,375421324.00,13.853211,,1.09,0.8868268,0.6426981,,,
VPG,488601800.00,38.494503,1.36,0.91,1.8286698,1.7482694,,,
VRA,423889437.00,18.746178,0.75,0.654,1.3182796,0.811136,,,
VRAY,975293714.00,,-0.71,-0.709,5.712881,16.120726,,,
VRCA,287800548.00,,0.13,-1.344,5.498221,28.231888,,,
VRM,5819860982.00,,-0.44,,,3.411734,,,
VRNS,5288501159.00,,58.6,-1.021,9.194643,16.981718,,,
VRNT,3009393798.00,,1.53,-0.175,3.248265,2.3366969,,,
VRPX,23328096.00,,,,,,,,
VRRM,2388320999.00,,65.9,-0.213,7.6467505,6.459196,,,
VRSK,27542537724.00,38.974415,4.31,4.3,9.878573,9.629846,,,
VRT,9248943347.00,,1.03,,,1.9945837,,,
VRTX,55283352699.00,18.18511,1.66,10.491,5.4986167,7.6987333,,,
VSAT,3675079190.00,864.8214,4.28,0.056,1.4114184,1.5569355,,,
VSH,3372575525.00,20.930435,0.58,1.15,2.2264361,1.3134654,,,
VSTM,739253184.00,,-3.89,-0.266,7.805695,58.838318,,,
VSTO,2465171916.00,9.445946,2.96,4.44,3.3325386,1.084885,,,
VTGN,532566989.00,,,-0.265,4.1272187,819.4311,,,
VTNR,405143767.00,,1.45,-0.454,22.840237,2.6764712,,,
VTOL,767259446.00,,1.81,,,0.76328707,,,
VTR,21645614178.00,,383.52,-0.244,2.174698,5.8397536,,,
VTRS,18673727521.00,,-1.34,,,1.3819934,,,
VTSI,66928461.00,29.421053,0.67,0.19,3.729153,3.1562965,,,
VTVT,203328975.00,,,-0.159,,27.613808,,,
VUZI,1197752852.00,,-3.06,-0.479,7.3054147,77.998856,,,
VVI,1020508645.00,,-1.26,-16.558,15.715839,5.9326034,,,
VVR,658032165.00,19.727274,,0.22,0.9490488,13.758078,,,
VVV,6192851936.00,19.012142,1.5,1.812,,2.4734883,,,
VXRT,934130981.00,,,-0.46,5.6291165,623.18884,,,
VYGR,177322460.00,4.550669,,1.046,1.3123794,1.1254951,,,
VYNE,210688279.00,,-0.03,,,8.138575,,,
VYNT,110725809.00,,,,,125.57366,,,
VZ,236190858463.00,12.415607,3.83,4.562,3.2918751,1.8100761,,,
W,33708472580.00,64.48276,3.82,4.756,,2.0896204,,,
WAB,15382521338.00,36.883595,2.5,2.182,1.4986686,2.0399334,,,
WAL,10525455842.00,16.011106,1.66,6.122,2.7057912,8.045866,,,
WATT,208116982.00,,,-0.657,4.2547035,443.1363,,,
WBA,46184593754.00,,3.11,-0.712,2.1826892,0.32335845,,,
WBS,5176555706.00,17.488031,0.64,3.133,1.5836633,4.357142,,,
WCC,5502508932.00,64.99394,1.24,1.65,1.5794511,0.3737507,,,
WD,3249112962.00,13.277458,1.27,7.994,2.640627,3.172107,,,
WDAY,55688620000.00,,5.46,-0.712,16.629343,12.707022,,,
WDC,22941063046.00,64.10323,0.39,1.143,2.25356,1.3784645,,,
WDFC,3438867507.00,44.671936,4.8,5.441,17.76235,7.4644685,,,
WEC,29307022275.00,23.660872,3.9,3.969,2.751216,3.7858653,,,
WELL,32917316220.00,46.118725,9.27,1.752,2.1353066,7.668203,,,
WEN,5580469390.00,39.21875,1.62,0.64,10.689949,3.8462176,,,
WERN,3105217727.00,16.31315,1.06,2.791,2.51867,1.2906564,,,
WES,9103924080.00,10.522994,-2.39,2.218,3.4167767,3.606435,,,
WETF,1032183020.00,,0.84,-0.104,3.823216,4.0892825,,,
WFC,189813603326.00,31.298077,0.1,1.456,1.1305168,2.956257,,,
WFRD,1034272257.00,,-0.01,,,0.3975318,,,
WGO,2293210852.00,14.001728,0.77,4.633,2.3095274,0.7859443,,,
WHR,14397430025.00,10.028923,1.29,21.436,3.2078907,0.6570881,,,
WING,4357636241.00,154.63158,5.5,0.95,,16.542654,,,
WINT,64067239.00,,,-2.101,0.66590124,,,,
WISA,49741757.00,,,-1.823,4.8372617,15.594089,,,
WISH,6561400000.00,,-0.4,-3.162,7.368771,2.3893876,,,
WK,4870906164.00,,,-0.922,75.59055,14.267951,,,
WKHS,2083099391.00,,,-0.649,6.663685,1003.98785,,,
WLK,13156656703.00,30.018171,0.22,3.302,2.0284874,1.6017838,,,
WLL,1949585464.00,,-0.19,-12.005,1.6367912,2.5302222,,,
WM,58920522951.00,38.202187,2.13,3.66,7.946124,3.8113477,,,
WMB,34171264962.00,28.976791,3.96,0.948,2.8584807,4.004459,,,
WMC,242034550.00,3.642512,2.12,1.035,0.88311076,2.2712436,,,
WMG,17555880834.00,,0.94,,,3.8025773,,,
WMS,7761251861.00,40.30502,0.59,2.59,9.113846,3.7691813,,,
WMT,389722455527.00,31.747683,3.26,4.32,4.911018,0.68281484,,,
WOOF,7276649586.00,431.13208,0.66,0.053,2.8931377,1.3218161,,,
WOR,3510648516.00,5.25013,0.34,11.514,2.3876293,1.1421034,,,
WORX,22265341.00,,,-0.724,3.5139859,3.8489563,,,
WOW,1555152583.00,63.377773,0.5,0.279,,1.3393763,,,
WPC,13849996740.00,30.69489,,2.504,1.9806216,11.212651,,,
WPF,1375256250.00,,,,,,,,
WPG,164613788.00,,,-16.037,0.19071428,0.12964222,,,
WRAP,316869249.00,,,,,67.25554,,,
WRB,13383362347.00,18.72602,0.74,4.066,2.1054087,1.5992297,,,
WRE,2279484469.00,,-52.2,-0.239,1.5563949,7.0445943,,,
WSC,6675494716.00,,0.58,-0.219,3.2225237,4.2649684,,,
WSM,12596235607.00,14.418478,1.28,11.04,8.274679,1.6386781,,,
WSO,11172647191.00,37.838524,2.25,7.673,6.880791,2.1613133,,,
WSR,374304814.00,66.692314,,0.13,1.111396,3.160752,,,
WTER,145028852.00,,,-0.257,59.6,2.7889829,,,
WTFC,4644740654.00,13.158406,1.12,6.174,1.2063972,2.9022417,,,
WTI,643217560.00,,-0.25,-0.202,,1.9714036,,,
WTRG,11670515226.00,,4.45,,,6.5941834,,,
WTRH,274629997.00,16.56,4.55,0.125,2.4555159,1.1319543,,,
WTTR,701484830.00,,0.45,-1.366,1.0241427,1.4730461,,,
WU,10300878302.00,13.674033,1.39,1.81,46.348316,2.0863001,,,
WW,2767613932.00,41.273743,-2.49,0.895,,1.9610348,,,
WWD,7814271632.00,40.06925,3.09,3.177,3.7781208,3.719726,,,
WWE,4923727555.00,34.336357,2.08,1.763,12.937593,4.882619,,,
WWR,150687228.00,,,-1.718,1.2467464,,,,
WWW,2988410427.00,,3.86,-1.395,4.7802424,1.5622673,,,
WY,26994216450.00,19.347216,2.11,1.777,2.7596726,3.0996404,,,
WYNN,14650414440.00,,-0.3,-18.05,61.585667,7.767588,,,
WYY,64678740.00,6.175973,3.12,1.182,1.5384616,0.41047215,,,
X,7377933989.00,,0.34,-3.155,1.503584,0.6528341,,,
XAIR,108578593.00,,,-1.53,6.377315,138.2015,,,
XBIO,14386879.00,,,-1.575,1.7665867,33.828983,,,
XEC,7362291194.00,,0.12,-10.713,4.2865734,4.1852427,,,
XEL,37324641580.00,23.373579,3.82,2.899,2.4802344,2.975596,,,
XELA,100626420.00,,,-4.177,,0.06897558,,,
XERS,266151760.00,,,-1.615,6.068609,10.038882,,,
XHR,2325017232.00,,,-1.62,1.4475281,8.967158,,,
XLNX,30961089600.00,48.606873,4.43,2.62,10.842912,9.946541,,,
XLRN,7679081853.00,,,-3.047,9.228987,66.32825,,,
XM,17992201768.00,,-12.43,-0.976,,23.034159,,,
XNCR,2144994853.00,,,-1.109,3.6861532,17.311737,,,
XOG,1420267337.00,,,-10.304,2.0863166,2.0601752,,,
XOM,265231213150.00,,1.49,-4.471,1.7287414,1.4904293,,,
XONE,484319635.00,,-0.75,-0.94,2.717031,7.7335796,,,
XPEL,2466081038.00,218.1188,,0.404,80.474884,13.339882,,,
XPER,2363547298.00,16.078577,0.75,1.349,1.5759647,2.2846837,,,
XPO,16074032478.00,91.66165,0.85,1.661,6.1425805,0.99102664,,,
XPOA,336881635.00,,,,,,,,
XRX,4829395150.00,23.320717,-0.72,1.057,0.87216496,0.68851775,,,
XSPA,172708999.00,,-1.25,-1.195,1.7469205,17.897766,,,
XXII,739948059.00,,,-0.148,13.110465,26.317427,,,
XYL,21325926336.00,69.748505,1.96,1.67,7.1385674,4.1867223,,,
Y,9770114267.00,14.470169,0.19,48.893,1.1342015,0.9787355,,,
YAC,424350000.00,,,,,,,,
YELL,332136675.00,,-0.08,,,0.073818065,,,
YELP,3061117437.00,,64.06,-0.135,3.750227,3.5997574,,,
YETI,8266925700.00,44.729797,1.5,2.017,24.496334,6.7568946,,,
YEXT,1829268532.00,,-17.61,-0.682,8.042237,4.922113,,,
YMAB,1585128223.00,,0.3,-1.471,6.5573206,63.323833,,,
YMTX,160689470.00,,,,,12.9145565,,,
YTEN,47272805.00,,,-3.032,1.8538023,52.50311,,,
YUM,35012322512.00,31.596684,1.94,3.739,,5.9904723,,,
YUMC,28853069928.00,29.715218,2.01,2.3,4.5026026,3.17073,,,
Z,27589055860.00,495.98254,-6.59,0.229,5.0978456,8.248064,,,
ZBH,32986038020.00,58.37491,1.98,2.726,2.6647356,4.680485,,,
ZBRA,27041912714.00,42.4692,2.7,11.931,11.245756,5.716672,,,
ZEUS,398672819.00,26.259985,0.18,1.377,1.2371275,0.29827893,,,
ZG,28183434083.00,489.14847,2.4,0.229,5.027603,7.9801207,,,
ZI,17564224772.00,,2.78,,,36.375027,,,
ZION,9275240008.00,11.484041,-0.31,4.919,1.2560031,3.304988,,,
ZIOP,704768094.00,,,-0.39,5.6186614,,,,
ZIVO,44406980.00,,,-1.714,,,,,
ZM,98302670581.00,125.24482,4.39,2.9,25.513487,32.633144,,,
ZNGA,11225144520.00,,2.02,-0.332,3.8082902,4.9763875,,,
ZNTE,289512500.00,,,,,,,,
ZNTL,2311565242.00,,,,,,,,
ZOM,945119581.00,,,-0.092,3.3214035,65301.598,,,
ZS,26848086246.00,,6.28,-1.719,57.18481,48.309692,,,
ZSAN,100292650.00,,,-0.386,2.392857,215.1167,,,
ZTS,83886528400.00,49.757412,2.96,3.71,21.442677,12.498858,,,
ZUMZ,1235168716.00,16.386667,0.68,3,2.277402,1.2793037,,,
ZVO,91986798.00,,-0.68,-1.857,1.9437172,0.2631849,,,
ZY,4093250534.00,,,,,307.43033,,,
ZYNE,230183576.00,,,-1.506,2.3398912,,,,
ZYXI,560334228.00,104.17219,,0.151,9.764122,6.1574073,,,
