Symbol,market_cap,pe_ratio,peg_ratio,eps_ratio,pb_ratio,ps_ratio,curr_ratio,ebit_ratio,roe_ratio
HFC,5732613011.00,,-11.18,-0.94,1.0791016,0.508885,,,
HGEN,1276208050.00,,0.38,-3.437,62.08202,1457.1018,,,
HHC,5923244296.00,186.82373,-7.45,0.573,1.59948,8.252338,,,
HI,3432830822.00,19.180256,1.15,2.269,2.6949036,1.2057476,,,
HIBB,1357982554.00,7.363815,1.12,10.17,2.7394104,0.7238244,,,
HIG,23574606924.00,13.952645,1.99,4.688,1.3464389,1.1212682,,,
HII,8892554110.00,13.245751,19.34,16.594,4.4759407,0.94315904,,,
HIL,146095513.00,,,-0.076,1.4063338,0.50830376,,,
HL,4761052177.00,292.33334,-0.95,0.03,2.7219121,6.133171,,,
HLIO,2356966678.00,35.788403,9.45,1.966,4.0357924,3.7900975,,,
HLIT,751079256.00,,2.15,-0.137,3.1998444,2.0193353,,,
HLNE,4753611800.00,31.379189,2.36,2.806,13.418166,13.667485,,,
HLX,916401847.00,30.25,-0.13,0.2,0.5340277,1.2736665,,,
HMG,11884217.00,,,-0.459,0.7939695,-106.95164,,,
HMHC,1428270057.00,,-2.11,-1.476,27.631578,1.2347925,,,
HMPT,971989466.00,,0.06,,,0.5335165,,,
HNRG,87245830.00,,,-0.116,0.47619045,0.4108311,,,
HNST,1691961061.00,,,,,5.2969503,,,
HOFT,476677240.00,,0.82,-0.885,1.9304292,0.9260415,,,
HOFV,435597014.00,,,,,60.441467,,,
HOG,7317553301.00,38.215435,0.35,1.244,3.6961591,1.7482439,,,
HOL,425625000.00,,,,,,,,
HOLX,15630214647.00,8.534743,4.14,7.282,4.196489,2.9949749,,,
HOME,2409801613.00,9.090009,0.44,4.044,4.4071455,1.1564851,,,
HON,158226711919.00,33.52572,2.27,6.532,8.456518,4.7363806,,,
HONE,849930186.00,13.84335,,1.098,1.1471698,3.3805914,,,
HOOK,300529051.00,,-1.17,-1.811,2.0391655,13.479728,,,
HOTH,38194674.00,,,-0.677,1.8424103,,,,
HOV,602985633.00,1.2074581,,76.748,,0.22163324,,,
HOWL,334603212.00,,,,,,,,
HP,3547554654.00,,1.37,-2.764,1.2172422,3.5140479,,,
HPE,20437766017.00,31.561867,0.74,0.493,1.2253898,0.7373905,,,
HPQ,36097727715.00,10.4274435,0.58,2.784,,0.5709796,,,
HQY,6500068503.00,1382.193,3.4,0.057,3.553997,9.02745,,,
HRB,4682741130.00,48.092262,0.54,0.491,,1.4797753,,,
HRL,26171376462.00,29.611113,3.8,1.62,3.8688605,2.634762,,,
HRTX,1504015305.00,,-0.15,-2.508,7.3358173,19.263557,,,
HRZN,340895175.00,24.436718,2.55,0.719,1.5867425,7.0298233,,,
HSIC,10918016894.00,25.40241,1.09,3.069,3.2804544,1.0332944,,,
HSKA,2115946824.00,,59.56,-0.793,5.3580265,10.037039,,,
HSON,49182476.00,,,-0.326,1.4308304,0.43708536,,,
HST,12575393370.00,,-0.78,-1.257,2.0705504,13.507081,,,
HSTO,34321879.00,,-0.05,,,27.874731,,,
HSY,35781406866.00,25.69494,2.67,6.72,15.841285,4.3044543,,,
HT,471544299.00,,-0.14,-4.094,0.7706082,3.4580035,,,
HTA,6365661518.00,112.76923,,0.26,2.0502064,8.597465,,,
HTBK,709814434.00,15.720961,2.35,0.749,1.2132921,4.7546167,,,
HTBX,172984653.00,,,-1.365,1.2834127,68.48865,,,
HTGC,2012774074.00,6.218727,2.62,2.798,1.5154153,7.131524,,,
HTGM,26721796.00,,,-4.003,2.528205,3.985869,,,
HTH,3166244779.00,6.517677,0.62,5.94,1.3164338,1.450514,,,
HUBG,2263570516.00,29.830362,0.96,2.299,2.0062606,0.6601716,,,
HUBS,23239064694.00,,9.51,-1.987,33.27138,26.773043,,,
HUM,54540849014.00,15.33781,1.56,28.152,3.925792,0.70615244,,,
HUN,6036531510.00,14.2849455,0.96,1.86,1.6458127,0.9406297,,,
HURC,240423207.00,152.09679,,0.248,1.052426,1.2334561,,,
HUSA,17663542.00,,,-0.492,1.7435424,25.562475,,,
HUYA,3784610137.00,28.290598,180.96,0.585,0.3874154,0.35200754,,,
HVT,907013134.00,12.266274,0.76,4.086,3.383286,1.1355171,,,
HWKN,710963155.00,19.502905,,1.72,2.7321224,1.2570703,,,
HWM,15042758871.00,,1.04,,,3.105647,,,
HXL,5131071995.00,,3.02,-0.294,3.3511808,3.9168975,,,
HYFM,2251467106.00,,0.87,,,5.868623,,,
HYMC,181077752.00,,,,,3.7728636,,,
HYRE,353290709.00,,,-1.006,21.310629,15.640652,,,
HZN,267912059.00,,,-1.325,,0.35368225,,,
HZO,1041922373.00,8.63628,0.34,5.441,1.9892474,0.5683487,,,
IAC,24410596003.00,15.36122,5.53,9.897,2.026067,4.1836314,,,
IBIO,324597013.00,,,-0.161,3.329897,117.27592,,,
IBKR,27190444124.00,40.689873,1.23,1.609,4.070252,10.696324,,,
IBM,134627084495.00,25.003345,0.8,5.978,6.244047,1.802864,,,
IBOC,2932921161.00,15.7290945,,2.894,1.3151888,5.7913632,,,
IBRX,5904471819.00,,26.59,,,3284.708,,,
ICE,62382583942.00,30.673077,2.74,3.744,3.2387612,10.300932,,,
ICMB,80820034.00,,,-0.332,0.56989455,2.9064376,,,
ICON,40400938.00,2.3353293,,1.336,,0.43333882,,,
ICPT,709668212.00,,0.5,-6.714,,2.0957026,,,
IDCC,2501768234.00,50.216988,5.05,1.613,3.5048246,6.8261843,,,
IDE,238943077.00,,,,,,,,
IDEX,1439542419.00,,,-0.319,3.083923,23.23709,,,
IDRA,63041954.00,,,-3.555,1.3531353,,,,
IDT,1054739063.00,11.694693,,3.033,7.18307,0.64468163,,,
IDXX,48325135396.00,76.130486,3.95,7.771,71.867096,17.653063,,,
IDYA,710112343.00,,,-1.14,3.0417936,27.002945,,,
IEA,313083641.00,,4.86,-0.442,,0.18273641,,,
IEP,14245659574.00,,,-0.461,3.3317378,1.4664025,,,
IFF,36613624855.00,105.63259,3.16,1.399,1.6993043,5.930987,,,
IGC,71225127.00,,,-0.223,3.0576925,90.8279,,,
IGD,576509564.00,,,-0.359,1.0170926,30.270588,,,
IGMS,2939662226.00,,,-26.204,10.10893,,,,
IGT,5232047780.00,,0.68,-2.728,5.9715405,1.5044323,,,
IH,600966845.00,,,,,0.84541196,,,
IHC,678392067.00,35.10146,,1.37,1.4860171,1.5346757,,,
IHT,88029177.00,,,-0.177,10.833334,15.3410845,,,
IIIV,1011291481.00,,-0.73,-0.291,3.335529,6.0668116,,,
IIPR,4521595387.00,52.579662,,3.609,3.0195885,32.74592,,,
IIVI,7403781184.00,29.334755,0.85,2.345,2.5052807,2.3700905,,,
IKT,57760067.00,,,,,16.236732,,,
ILMN,63355240000.00,104.06775,3.48,4.28,13.212209,18.724405,,,
ILPT,1718071625.00,18.47794,11.27,1.36,1.6390555,6.71134,,,
IMBI,160239452.00,,-0.36,-0.771,2.8767123,0.36152682,,,
IMGN,1257636136.00,,,-0.268,14.373673,10.047709,,,
IMKTA,1210511582.00,5.565481,,11.194,1.3987113,0.24851078,,,
IMMR,280131857.00,19.300226,1.02,0.443,2.5073314,8.1698065,,,
IMNM,210690010.00,,,,,,,,
IMRA,155765544.00,,,,,,,,
IMUX,314279394.00,,-0.25,-3.835,2.1946201,,,,
IMVT,864749954.00,,,,,,,,
INBX,918423142.00,,,,,76.03179,,,
INCY,18957403717.00,38.133884,1.36,2.181,6.704014,6.767142,,,
INFI,302287092.00,,-0.06,-0.64,5.672913,167.91534,,,
INFN,2166813956.00,,194.8,-0.806,5.291515,1.5364609,,,
INGN,1396798603.00,,-15.58,-0.23,4.0035186,4.6493826,,,
INMB,234143764.00,,,-1.132,4.230679,18030.043,,,
INNV,2776733351.00,,,-0.32,9.194548,4.87591,,,
INO,2100274578.00,,-0.12,-1.078,3.275738,295.1993,,,
INOD,187112540.00,180.51282,,0.039,6.1377506,3.1662953,,,
INOV,5032233916.00,148.1106,1.71,0.217,6.868989,7.2560554,,,
INPX,133018944.00,,,-0.754,1.023622,12.518787,,,
INSE,271190013.00,,-0.76,-1.015,,1.8726299,,,
INSG,1081724670.00,,-1.9,-1.15,,3.288194,,,
INSM,3171479553.00,,,-3.165,15.353483,20.54224,,,
INSP,4551462558.00,,-817.09,-2.132,23.029749,38.250698,,,
INT,2176549733.00,24.272198,4.83,1.374,1.0868502,0.10956444,,,
INTC,230166000000.00,12.841114,2.34,4.456,2.895163,2.9732137,,,
INTT,155296043.00,74.59227,0.75,0.233,3.7823722,3.005432,,,
INTU,127975512046.00,59.500507,2.82,7.888,12.891123,14.429723,,,
INTZ,293196900.00,,,-0.64,23.880814,43.36378,,,
INUV,102516516.00,,-3.8,-0.072,2.6126623,2.3650396,,,
INVA,861288152.00,5.6960354,0.37,2.27,2.0664856,2.6114361,,,
INVE,353273142.00,,,-0.309,9.62555,4.2245092,,,
INVH,21258508753.00,104.583336,9.51,0.36,2.4909031,11.5611,,,
INZY,414006930.00,,0.82,,,,,,
IO,63960880.00,,-0.06,-2.878,,0.80015165,,,
IONS,5204354994.00,,-0.25,-3.585,7.715883,7.4236774,,,
IOVA,3154809180.00,,0.84,-1.85,5.5419745,,,,
IP,24789261892.00,25.379284,0.47,2.452,3.1419773,1.1839113,,,
IPDN,23294488.00,,,-0.294,27.083336,5.2944565,,,
IPGP,10887173552.00,58.8598,0.92,3.552,4.247405,8.63616,,,
IPI,396382272.00,,-0.66,-1.335,0.8958238,2.4929745,,,
IPOD,611800000.00,,,,,,,,
IPOF,1477750000.00,,,,,,,,
IPW,198654269.00,,,,,4.048087,,,
IPWR,71404079.00,,-1.29,-1.884,2.6695096,109.69736,,,
IQV,45879851832.00,115.92381,1.36,2.1,7.835211,3.883632,,,
IR,19995315024.00,,1.76,-0.21,2.2881355,3.675902,,,
IRBT,2721562069.00,16.169113,2.1,5.996,3.3409145,1.767427,,,
IRDM,5136265648.00,,-25.71,-0.22,3.8220613,8.914779,,,
IRM,13576135899.00,40.32,14.94,1.125,13.64621,3.1478405,,,
IRTC,1849022455.00,,,-2.207,6.045412,6.785707,,,
IRWD,1846420802.00,12.902138,0.15,0.889,16.867647,4.662764,,,
ISNS,36891382.00,16.456877,,0.429,1.8462343,2.909385,,,
ISR,122579653.00,,,-0.041,1.6860707,11.923519,,,
ISRG,99495245013.00,89.65226,5.96,9.72,10.161621,22.673578,,,
ISUN,95512431.00,,,,,3.7915223,,,
ITCI,3412117537.00,,-0.04,-3.126,5.6991386,92.84489,,,
ITGR,2914008261.00,45.730392,2.32,2.04,2.407546,2.970833,,,
ITI,280798993.00,27.027027,1.31,0.259,3.7493305,2.4079056,,,
ITOS,689442540.00,,,,,,,,
ITRI,4343111253.00,,1.51,-1.33,3.826746,2.1864812,,,
ITW,73385876298.00,32.701965,1.9,6.969,21.987457,5.584929,,,
IVAC,146421845.00,,-1.11,-0.183,1.7701093,1.806157,,,
IVR,1181014474.00,,5.86,-0.587,1.1628219,-23.17611,,,
IVZ,13243646254.00,18.776978,0.44,1.529,1.2572805,2.1346123,,,
IZEA,176538073.00,,-2.99,-0.13,2.4743233,8.635817,,,
J,18428082417.00,,1.66,,,1.316829,,,
JACK,2632257049.00,17.148918,1.02,6.836,,2.3831344,,,
JAGX,300731418.00,,-0.29,-0.638,7.188755,25.192457,,,
JAKK,68051450.00,,0.51,-6.534,,0.1508508,,,
JAMF,3963805194.00,,2.74,,,12.878688,,,
JAN,21683789.00,,,-3.952,1.0252583,0.73962426,,,
JBHT,17497005173.00,32.001556,1.18,5.131,6.374223,1.739659,,,
JBL,8526123280.00,23.654165,0.6,2.4,4.0587687,0.29852432,,,
JBLU,5962272563.00,,0.07,-4.64,1.5404944,2.7219934,,,
JBT,4552045529.00,43.075077,2.19,3.33,6.7717876,2.6981828,,,
JEF,7895707404.00,7.2348657,0.43,4.394,0.8047286,0.98543864,,,
JMP,113357735.00,13.985148,-1.02,0.404,1.6745702,0.7527305,,,
JNCE,382014343.00,,,-1.146,1.3521436,5.9162464,,,
JNJ,436064044137.00,28.66808,2.31,5.661,6.4904423,5.074863,,,
JNPR,9334038618.00,45.721233,1.89,0.617,2.0849962,2.044796,,,
JOAN,694373537.00,,-0.8,,,0.24042125,,,
JOB,73548295.00,,,-0.747,0.38147137,0.5006341,,,
JOE,2844027117.00,55.7783,,0.848,5.069668,15.195608,,,
JOUT,1255464767.00,16.23335,1.32,7.508,2.8876042,1.8665376,,,
JPM,493240254569.00,12.395494,9,12.607,1.8986466,3.9925191,,,
JQC,893665221.00,,,-0.046,0.9536959,12.755538,,,
JWN,5563042647.00,,-6.65,-2.129,32.8134,0.4695086,,,
JYNT,1021477060.00,76.57974,7.69,0.997,46.697247,17.35533,,,
K,22064162573.00,17.555555,4.84,3.69,7.02908,1.582078,,,
KALA,363267925.00,,-0.11,-1.958,3.4049973,44.268375,,,
KALU,2095097404.00,482.9699,-7.68,0.266,2.7561572,1.8059072,,,
KAR,2249442633.00,270.44775,1.07,0.067,1.4240805,1.0644455,,,
KBAL,521975773.00,56.35246,2.9,0.244,2.141411,0.8691854,,,
KBH,4382029051.00,12.075524,0.47,3.522,1.4242657,0.9887682,,,
KBNT,76064642.00,,,,,34.361473,,,
KBR,5584588322.00,71.64557,0.93,0.553,3.4002745,0.98403245,,,
KDMN,705092842.00,,,-0.649,49.26829,363.1861,,,
KDNY,783462158.00,,-0.55,,,700.6804,,,
KDP,49581450069.00,32.609528,2.44,1.05,2.0161338,4.0759606,,,
KE,549055342.00,13.83189,,1.618,1.3143058,0.44724768,,,
KERN,68184729.00,,,-1.785,2.4533634,6.5944123,,,
KEX,4057688550.00,54.468803,19.42,1.186,1.258131,1.9180564,,,
KEY,21603762690.00,12.364254,0.86,1.768,1.3513013,3.3138933,,,
KEYS,27075693162.00,37.271587,1.74,3.995,7.7471385,5.9221177,,,
KFRC,1382175014.00,21.843596,1.13,2.826,7.244455,0.94886065,,,
KHC,52644261514.00,96.87783,-8.16,0.442,1.0413678,1.9822603,,,
KIM,9605455916.00,9.34801,8.44,2.362,1.6898822,9.111058,,,
KIN,296541451.00,,-0.17,-0.221,4.9252934,79.504265,,,
KIRK,346052618.00,13.471319,3.11,1.691,3.411712,0.55046517,,,
KKR,32160729024.00,6.9413342,0.62,8.216,2.5222237,1.607845,,,
KLAC,48155004947.00,26.526155,1.29,11.909,15.553147,7.615303,,,
KLDO,303157996.00,,,-2.378,4.292481,242.34322,,,
KLR,386332526.00,,,,,3.1037881,,,
KLXE,119281641.00,,,-16.956,,0.32705146,,,
KMB,43629904328.00,19.329634,6.89,6.668,84.02216,2.3043134,,,
KMI,42642090038.00,23.474472,3.5,0.803,1.3262507,3.092165,,,
KMPH,355771067.00,,,-6.829,4.830967,17.471664,,,
KMX,18762380640.00,25.98894,1.48,4.52,4.3917303,0.95387256,,,
KNBE,3142331644.00,,,,,21.426628,,,
KNSA,983297969.00,,0.06,-2.834,3.7253914,,,,
KNSL,3692613404.00,33.447247,2.62,5.033,6.535699,7.416058,,,
KNTE,1041932392.00,,,,,,,,
KO,239181432704.00,32.736526,2.72,1.67,11.577721,7.050505,,,
KOD,4028915643.00,,-2.19,-3.356,5.0869594,,,,
KODK,766978961.00,,,-6.552,6.9471693,0.7036269,,,
KOPN,802394034.00,,-9.64,-0.059,18.533606,18.911427,,,
KOSS,224162781.00,610.52637,,0.038,10.45516,10.931986,,,
KPTI,752427521.00,,0.12,-2.722,,6.653111,,,
KR,28981821227.00,11.48318,1.69,3.27,2.9723737,0.2145628,,,
KRA,1115398431.00,,-1.4,-12.52,1.8288795,0.73355824,,,
KRBP,70872220.00,,,,,,,,
KRC,8455461366.00,12.855082,5.27,5.541,1.5196706,9.087978,,,
KREF,1259632547.00,10.94518,0.58,2.116,1.2258508,8.167982,,,
KRNY,1029302476.00,18.088446,4.32,0.701,0.9432419,5.2508163,,,
KRO,1794378395.00,34.27403,0.61,0.489,2.4177725,1.1507611,,,
KRON,1506036278.00,,,,,,,,
KRT,396555140.00,,,,,1.3085843,,,
KRTX,3517272782.00,,1.29,-1.901,18.643042,,,,
KSS,8505327188.00,20.983091,-2.39,2.543,1.6372117,0.4787293,,,
KSU,26922856618.00,44.02349,1.93,6.641,6.2699175,10.198125,,,
KTOS,3280433861.00,39.90909,36.7,0.66,3.5082579,4.218148,,,
KTRA,55450496.00,,,,,,,,
KULR,245042720.00,,,-0.023,,221.84549,,,
KURA,1390421806.00,,-0.7,-1.735,2.6795204,,,,
KYMR,2242948982.00,,2.11,,,45.771652,,,
KYN,1119060853.00,,,-6.209,1.1922352,96.358055,,,
KZR,275073004.00,,,-0.921,2.0307693,,,,
LAD,9987490835.00,14.394362,0.6,23.273,3.1738813,0.69503444,,,
LAKE,212158288.00,5.696667,0.72,3.811,1.3691113,1.1822671,,,
LAND,742448722.00,,-11.72,-0.319,1.6738397,12.854732,,,
LAWS,534382280.00,92.522385,1.47,0.67,4.423434,1.5435785,,,
LAZR,8302103553.00,,0.76,,,529.6628,,,
LB,18120722691.00,13.22342,0.57,5.004,,1.3858851,,,
LBRT,2725986050.00,,-2.06,-1.444,2.1596177,2.648775,,,
LC,1588707579.00,,1.47,-2.028,2.4373424,4.406154,,,
LCI,217177108.00,,8.47,-4.985,1.533312,0.3903653,,,
LCII,3591687168.00,16.598589,0.7,8.079,3.5290403,1.079656,,,
LCTX,421447585.00,,,-0.373,3.6572888,272.29785,,,
LCUT,366185834.00,12.220566,1.2,1.342,1.5444014,0.43973097,,,
LDL,660576357.00,,1.28,-0.708,2.5773056,0.8624181,,,
LDOS,14839217284.00,21.263052,1.53,4.98,3.796157,1.1769994,,,
LE,1156937979.00,104.666664,1.63,0.33,3.04693,0.798018,,,
LEA,11692950004.00,39.567104,0.24,4.724,2.453919,0.6264791,,,
LEE,174013084.00,14.62585,,2.058,,0.22721045,,,
LEG,7194565584.00,24.511736,3.45,2.13,4.77851,1.5861217,,,
LEGN,5543188437.00,,,,,66.30017,,,
LEGO,303070360.00,,,,,,,,
LEN,29426533461.00,9.338513,0.86,9.781,1.5148097,1.1988398,,,
LESL,5212858469.00,,1.14,,,4.164733,,,
LEVI,10713752147.00,,-8.54,-0.345,7.502131,2.4857473,,,
LFMD,408449817.00,,,,,7.1533647,,,
LFT,96032025.00,,-0.93,,,5.3711476,,,
LFUS,6350473324.00,38.587185,37.07,6.618,3.775652,4.0109305,,,
LGIH,4167540463.00,10.391206,0.75,15.056,3.2010884,1.4894067,,,
LGND,1989090956.00,51.294212,1.31,2.403,2.7519536,9.848652,,,
LGVN,124342429.00,,,,,28.226719,,,
LH,25322863000.00,9.633747,-1.07,26.894,2.528472,1.6527005,,,
LHCG,6427597766.00,48.265152,2.33,3.96,3.832488,2.8110597,,,
LHDX,217554185.00,,,,,41.112713,,,
LHX,44586031123.00,30.33669,1.56,7.351,2.156492,2.5206761,,,
LIFE,75343176.00,,-0.21,-2.292,1.5302835,31.927551,,,
LILA,3181250729.00,,,-2.019,1.1779407,0.828848,,,
LILAK,3221045624.00,,0.18,-2.019,1.1854382,0.83412355,,,
LINK,72873859.00,871.53845,,0.013,8.506006,11.055148,,,
LITE,6086421000.00,17.057707,1.93,4.748,2.8355856,3.576414,,,
LIVE,102905930.00,10.135468,,6.496,1.7654314,0.43271005,,,
LIVX,381921600.00,,,-0.54,23.365854,6.686811,,,
LIXT,40716515.00,,,-0.404,9.313725,,,,
LJPC,141477597.00,,1.05,-0.599,,2.3410134,,,
LKQ,14953892709.00,19.526674,0.43,2.493,2.5192776,1.2466774,,,
LL,663526085.00,10.716741,0.57,2.037,2.660897,0.56890047,,,
LLNW,404717176.00,,-2.45,-0.332,2.94699,1.8373537,,,
LLY,216739750796.00,33.047905,1.85,6.68,29.08947,8.411074,,,
LMFA,26584193.00,14.869282,,0.306,0.9705631,29.822659,,,
LMND,6457202195.00,,-1.97,,,65.628365,,,
LMPX,165585734.00,,,-0.302,15.961946,4.985895,,,
LMRK,337219364.00,13.893048,5.96,0.935,0.88229305,5.228136,,,
LMT,107504865398.00,15.68898,2.73,24.783,17.124863,1.6372442,,,
LNC,12998681823.00,19.271372,0.18,3.486,0.65540826,0.7288157,,,
LNDC,360500505.00,,-5.98,-1.539,1.7827457,0.6510735,,,
LNG,22367063341.00,,0.72,-0.458,116.4389,2.2743382,,,
LNN,1821182398.00,43.33582,1.88,4.017,5.9516563,3.7702994,,,
LNTH,1656129385.00,,1.53,-0.13,3.2162924,4.982181,,,
LOB,2399232315.00,23.027157,,2.504,4.19498,8.1569805,,,
LODE,177039498.00,5.58156,,0.705,2.6250834,827.96375,,,
LOGI,23362624949.00,23.243195,0.78,5.51,9.5304365,4.111336,,,
LOPE,4262332268.00,16.118002,0.2,5.644,2.6296468,4.905875,,,
LOTZ,763862803.00,,,,,4.27077,,,
LOVE,1252804063.00,47.833958,2.78,1.602,10.397557,3.3117914,,,
LOW,134733260112.00,20.555737,0.95,9.168,302.98233,1.4120342,,,
LPCN,111246219.00,,,-0.283,2.7916667,,,,
LPI,858029706.00,,-0.27,-87.223,,1.1925181,,,
LPLA,11063337095.00,25.400616,0.98,5.529,7.825263,1.8357555,,,
LPRO,4523067941.00,,0.98,,,36.3191,,,
LPTH,76775526.00,224.54546,,0.011,1.8228782,1.6722316,,,
LPTX,105619465.00,,1.84,-0.417,2.799378,71.6064,,,
LPX,6494108036.00,8.151214,1.11,7.129,4.314031,1.8453174,,,
LQDA,142405913.00,,,-1.439,2.0468643,40.373882,,,
LQDT,816340915.00,57.14602,-1.7,0.452,8.097178,3.9173183,,,
LRCX,90433501105.00,27.005749,0.77,23.652,16.957548,6.8633766,,,
LRMR,163737107.00,,,,,,,,
LRN,1233796865.00,19.077702,0.96,1.583,1.540502,0.8909142,,,
LSCC,6823487649.00,130,3.41,0.409,18.519678,17.022577,,,
LSTR,6221420169.00,26.356457,0.93,5.953,7.8991084,1.3404115,,,
LSXMA,15221324654.00,,-1.05,-2.889,1.8837446,2.023185,,,
LTBR,44255825.00,,,-2.958,2.5591397,,,,
LTC,1551753399.00,33.75758,6.64,1.155,2.0290384,10.093354,,,
LTHM,3003130947.00,,2.88,-0.122,4.8768473,8.394399,,,
LTRPA,329962422.00,,,-10.973,,0.9093498,,,
LTRPB,2416200800.00,,,-10.973,,0.9292099,,,
LTRX,160651096.00,,1.45,-0.163,3.3857772,2.3501115,,,
LUMN,16889175581.00,,2.65,,,0.81148386,,,
LUMO,91457989.00,,-0.2,,,657.654,,,
LUNA,330213385.00,80.620155,,0.129,4.2657914,3.5579395,,,
LUNG,1597803729.00,,-0.68,-2.001,6.955372,45.72402,,,
LUV,34548219570.00,,1.99,-4.906,3.723501,4.931874,,,
LVS,42086812458.00,,-67.77,-2.575,15.538725,12.249524,,,
LXRX,713275727.00,,-0.3,-0.109,4.5316935,43.16411,,,
LXU,216271793.00,,-0.25,-3.349,1.5693872,0.53178453,,,
LYFT,18240628670.00,,2,-5.611,13.316971,9.298802,,,
LYRA,120650254.00,,0.93,,,,,,
LYTS,226829514.00,36.551723,1.3,0.261,1.9280517,0.89623576,,,
LYV,19281300654.00,,-0.3,-8.596,,24.277588,,,
LZB,1951868577.00,16.234783,1.88,2.3,2.1897724,0.99681413,,,
M,6112621208.00,,-0.66,-0.84,2.173254,0.29338947,,,
MA,360077283088.00,55.79779,2.34,6.518,57.02258,23.333584,,,
MAC,3719393430.00,,-107,-2.008,1.2368768,5.1408005,,,
MAIN,2851877439.00,10.879773,2.59,3.876,1.8618922,12.548992,,,
MAR,46833334823.00,,0.11,-0.947,199.17943,26.332447,,,
MARA,2600198838.00,41.68289,0.4,0.719,4.3554716,230.78098,,,
MARK,184846341.00,,,-0.172,,12.984951,,,
MARPS,9520000.00,40.439472,,0.114,10.898581,20.104752,,,
MAS,14823631615.00,19.719158,1.43,2.991,,1.9754914,,,
MASI,11694191852.00,57.201218,5.41,3.941,9.335348,10.568651,,,
MASS,1159164539.00,,,,,38.709526,,,
MAT,7306853618.00,31.338583,2.38,0.635,14.64312,1.4270049,,,
MATX,2732968392.00,9.988953,0.59,6.336,2.671817,1.0650238,,,
MBIO,328298027.00,,,-1.015,2.2721438,,,,
MBRX,108942148.00,,,-1.558,1.1985861,,,,
MCD,172716961517.00,33.842697,1.32,6.891,,8.870183,,,
MCF,923158687.00,,,-0.421,10,6.7752075,,,
MCFE,12164496720.00,,2.43,,,4.08743,,,
MCHP,41524803200.00,119.77519,1.77,1.29,7.918717,7.77127,,,
MCHX,112554683.00,,-0.97,-0.421,2.639933,2.5055003,,,
MCK,30142395082.00,,0.99,-28.266,,0.12393007,,,
MCO,63419616000.00,32.372154,2.91,10.716,31.99004,11.43103,,,
MCRB,1839966462.00,,0.1,-1.232,12.527088,58.61044,,,
MCS,708492568.00,,-0.71,-4.297,1.5247498,5.954942,,,
MCY,3325015819.00,5.325602,0.41,11.21,1.5708046,0.81233627,,,
MD,2860127336.00,,16.22,-9.069,3.6936038,1.6526957,,,
MDB,20524871727.00,,,-4.623,,34.754738,,,
MDC,3820434460.00,8.748171,0.59,6.151,1.7070618,0.8856819,,,
MDGL,1778037646.00,,,-14.062,6.6344023,,,,
MDIA,25345007.00,,,,,1.0673257,,,
MDLA,4415154759.00,,-1.41,-1.558,10.54018,10.108871,,,
MDLY,17881315.00,,,-4.26,,0.5886462,,,
MDLZ,88932267591.00,24.05871,2.11,2.64,3.295201,3.2907994,,,
MDP,1908517316.00,24.216867,0.26,1.743,2.777339,0.6692492,,,
MDRR,28268844.00,,,-1.734,0.8442266,2.6414347,,,
MDRX,2533914730.00,3.807919,2.62,4.748,1.5146184,1.713287,,,
MDT,165632276607.00,46.999996,2.02,2.66,3.2706344,5.5849495,,,
MDU,6713861700.00,16.230768,2.04,2.08,2.1909273,1.2209164,,,
MDXG,1206560275.00,,-2.18,-0.818,,5.0360017,,,
MED,3450237469.00,26.117203,0.86,10.58,18.501507,2.962333,,,
MEDS,32907938.00,,,,,2.0977495,,,
MEIP,355790018.00,,58.3,-0.758,8.295739,9.106848,,,
MESA,342364544.00,10.005296,-2.98,0.944,0.686959,0.7863718,,,
MET,56621839419.00,51.965744,1.86,1.226,0.84959126,0.8568023,,,
METC,270322163.00,,2.86,-0.066,1.5681299,1.601622,,,
MFA,2118151728.00,7.6442304,-0.39,0.624,0.83713585,4.271502,,,
MG,338761319.00,,7.48,-0.216,1.658253,0.5436597,,,
MGI,797537651.00,,13.45,-0.023,,0.6070285,,,
MGM,21357924639.00,,-0.37,-4.362,3.2834191,4.7608767,,,
MGNI,4364455956.00,,-2.12,,,16.224688,,,
MGNX,1314196949.00,,0.05,-2.501,3.5713062,11.587122,,,
MGP,9924187076.00,26.51396,0.54,1.397,1.9142119,11.163516,,,
MGPI,1661899762.00,23.777367,1.47,2.695,3.8978102,3.4751627,,,
MGTA,567772497.00,,,-1.567,4.243587,,,,
MGTX,670430585.00,,-3.41,-1.666,2.765744,38.290115,,,
MGY,3532955602.00,33.01653,0.15,0.484,4.6144958,6.899988,,,
MHK,13830068390.00,3.8707023,3.79,49.89534,1.5852418,1.3550159,,,
MHO,1930045712.00,6.0700703,0.39,9.99,1.3076575,0.53674376,,,
MIC,3372354832.00,,-13.8,-10.629,3.808596,4.1405897,,,
MICT,257433990.00,,,-0.549,1.5705351,25.468374,,,
MIDD,9424129068.00,40.571148,2.52,4.027,4.555162,3.5041351,,,
MILE,1524131411.00,,,,,26.685925,,,
MIND,29338070.00,,-0.17,-1.804,4.379699,1.5127811,,,
MITK,805068832.00,88.20277,1.5,0.217,4.912731,7.587109,,,
MITO,93435959.00,,0.56,-0.976,,,,,
MITT,218656967.00,1.7966361,-0.08,2.616,0.95431465,2.3802269,,,
MKC,23533808827.00,30.845367,5.02,2.839,5.635498,3.984071,,,
